EMPLOYEE_ID,RACE,GENDER,GENDER_NUM,DEPARTMENT_NAME,TITLE,REGULAR_PAY,PAY_NUM,LOG_PAY
12232,White,Female,0,BPS Harvard/Kent Elementary,Paraprofessional,"$41,840.53 ",41840.53,4.621597177
12233,White,Female,0,Haynes EEC,Library Paraprofessional,"$3,959.33 ",3959.33,3.597621701
12234,White,Male,1,BPS Horace Mann,Paraprofessional,"$36,087.09 ",36087.09,4.557351863
12235,White,Male,1,BPS Fenway High,Teacher,"$110,684.56 ",110684.56,5.044087043
12236,White,Female,0,BPS Special Education,SpEd Support Svcs Coordinator,"$120,314.91 ",120314.91,5.080319451
12237,Black,Male,1,UP Academy Holland,Teacher,"$74,057.73 ",74057.73,4.869570396
12238,White,Male,1,Brighton Police Department,Police Detective,"$102,516.83 ",102516.83,5.010795169
12239,White,Female,0,BPS Special Education,Occupational Therapist,"$125,804.20 ",125804.2,5.09969514
12240,White,Male,1,BPS Facility Management,Sen Cust C,"$70,658.77 ",70658.77,4.849166073
12241,White,Male,1,Brighton Fire Department,Fire Fighter,"$129,218.89 ",129218.89,5.111326006
12242,White,Male,1,Brighton Police Department,Police Sergeant/Hdq Dispatcher,"$132,182.70 ",132182.7,5.121174619
12243,White,Male,1,BPS Latin Academy,Teacher,"$119,286.34 ",119286.34,5.076590714
12244,White,Male,1,Parks Department,Summer Youth Worker,"$5,521.50 ",5521.5,3.742057077
12245,White,Male,1,Emergency Management,Regional Planner,"$46,507.55 ",46507.55,4.667523462
12246,White,Male,1,Transportation-Parking Clerk,Asst Parking Clerk,"$130,037.55 ",130037.55,5.114068778
12247,Black,Female,0,BPS Madison Park High,Teacher,"$89,562.16 ",89562.16,4.952124559
12248,NA,Male,1,BPS Charlestown High,Teacher,"$104,977.84 ",104977.84,5.021097633
12249,White,Female,0,Brighton Police Department,Police Officer,"$74,372.40 ",74372.4,4.871411796
12250,White,Male,1,Brighton Fire Department,Fire Fighter-AdvanceTechnician,"$130,937.16 ",130937.16,5.117062917
12251,White,Male,1,Brighton Fire Department,Fire Fighter,"$56,400.16 ",56400.16,4.751280336
12252,White,Male,1,Lyndon K-8,Teacher,"$86,271.88 ",86271.88,4.935869262
12253,NA,NA,1,Baldwin ELC,Surround Care Paraprofessional,"$32,004.46 ",32004.46,4.505210504
12254,White,Female,0,BPS O'Bryant School,Teacher,"$106,546.96 ",106546.96,5.027541063
12255,White,Male,1,Brighton Police Department,Police Sergeant,"$138,855.94 ",138855.94,5.142564463
12256,White,Female,0,BPS Holmes Elementary,SpEd Support Svcs Coordinator,"$106,226.22 ",106226.22,5.026231728
12257,White,Male,1,BPS Bradley Elementary,Teacher,"$68,750.04 ",68750.04,4.837272955
12258,White,Male,1,Brighton Fire Department,Chaplain In Charge (Fire Dept),"$54,329.77 ",54329.77,4.735037866
12259,White,Male,1,Brighton Fire Department,Fire Lieutenant,"$149,555.57 ",149555.57,5.174802592
12260,White,Male,1,Brighton Police Department,Supv Graphic Arts Svc (BPD),"$125,678.61 ",125678.61,5.099261369
12261,White,Male,1,Brighton Police Department,Police Sergeant/Mobile Oper,"$123,081.75 ",123081.75,5.090193663
12262,White,Female,0,BPS McKinley Middle,Teacher,"$115,569.66 ",115569.66,5.062843836
12263,White,Male,1,Brighton Police Department,Police Officer,"$94,328.47 ",94328.47,4.97464279
12264,White,Male,1,Brighton Fire Department,Fire Fighter,$192.24 ,192.24,2.283843758
12265,White,Female,0,BPS Guild Elementary,Teacher,"$61,103.25 ",61103.25,4.78606431
12266,White,Female,0,BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"$17,436.72 ",17436.72,4.241464794
12267,White,Female,0,BPS Facility Mgmt/A & R,Prin Account Clerk 21,"$13,758.42 ",13758.42,4.138568563
12268,White,Female,0,Haley Pilot,Teacher,"$108,273.24 ",108273.24,5.034521133
12269,White,Male,1,Brighton Police Department,Police Officer,"$74,642.12 ",74642.12,4.872983966
12270,White,Female,0,Umana Middle,SpEd Support Svcs Coordinator,"$116,631.74 ",116631.74,5.066816755
12271,White,Male,1,Brighton Fire Department,Fire Fighter,"$127,657.41 ",127657.41,5.106046029
12272,White,Female,0,BPS Beethoven Elementary,Teacher,"$120,018.08 ",120018.08,5.079246675
12273,White,Male,1,BPS Guild Elementary,Teacher,"$119,708.16 ",119708.16,5.078123755
12274,White,NA,1,BPS English High,Teacher,"$107,411.88 ",107411.88,5.031052318
12275,White,NA,1,"Kennedy, JF Elementary",Teacher,"$110,688.62 ",110688.62,5.044102973
12276,White,Female,0,Brighton Public Library,Sr Library Asst (Branch),"$45,005.97 ",45005.97,4.653270126
12277,White,Male,1,BPS Facility Management,Sen Cust C,"$89,856.48 ",89856.48,4.953549402
12278,NA,Male,1,Brighton City Council,Secretary,"$4,000.00 ",4000,3.602059991
12279,Asian,Female,0,Frederick Pilot Middle,Paraprofessional,"$28,257.44 ",28257.44,4.451132814
12280,Asian,NA,1,Brighton Public Library,Spec Library Asst I (Branch),"$60,894.17 ",60894.17,4.784575715
12281,Asian,Male,1,Brighton Public Library,Spec Library Asst II,"$61,342.83 ",61342.83,4.787763808
12282,White,Female,0,Quincy Upper School,Lead Satellite Attendant B,"$25,763.81 ",25763.81,4.411010088
12283,White,Male,1,Curley K-8,Specialist (BTU),"$87,562.37 ",87562.37,4.942317508
12284,White,Female,0,BPS Russell Elementary,Instructional Coach,"$103,431.42 ",103431.42,5.014652487
12285,White,Female,0,BPS Facility Mgmt/A & R,Secretary 23,"$6,028.44 ",6028.44,3.780204943
12286,NA,Female,0,Finance Commission,Chairperson (Fin Com),"$4,230.82 ",4230.82,3.626424549
12287,Hispanic,Female,0,Young Achievers K-8,Teacher,"$52,260.58 ",52260.58,4.718174225
12288,Asian,NA,1,BPS Mather Elementary,Teacher,"$122,058.04 ",122058.04,5.086566392
12289,Asian,Male,1,BPS South Brighton HS - Excel,Teacher,"$26,857.22 ",26857.22,4.429061057
12290,NA,Male,1,BPS Taylor Elementary,Teacher,"$83,998.06 ",83998.06,4.924269256
12291,NA,NA,1,BPS Murphy Elementary,Teacher,"$102,766.04 ",102766.04,5.011849622
12292,Asian,Female,0,BPS Sumner Elementary,Teacher,"$24,283.67 ",24283.67,4.385314322
12293,Asian,Female,0,BPS Special Education,ABA Specialist (BTU),"$52,352.65 ",52352.65,4.71893867
12294,White,Male,1,Brighton Fire Department,FF (FPDInspLevl1Certification),$520.28 ,520.28,2.716237132
12295,White,Male,1,BPS Facility Management,Jr Custodian,"$55,897.99 ",55897.99,4.747396192
12296,White,Female,0,WREC: Urban Science Academy,Teacher,"$64,846.78 ",64846.78,4.811888416
12297,White,Female,0,Law Department,General Counsel,"$11,602.65 ",11602.65,4.064557192
12298,NA,Male,1,BPS Channing Elementary,Teacher,"$73,308.52 ",73308.52,4.865154452
12299,White,Male,1,BPS Facility Management,Sen Cust C,"$69,359.48 ",69359.48,4.841105828
12300,White,Female,0,Brighton Public Library,Spec Library Asst I,"$36,750.37 ",36750.37,4.565261716
12301,White,Male,1,Mildred Avenue K-8,Teacher,"$92,496.76 ",92496.76,4.96612652
12302,Hispanic,Male,1,Brighton Police Department,Police Officer,"$97,337.78 ",97337.78,4.988281437
12303,White,Female,0,BPS Special Education,ABA Specialist (BTU),"$63,502.96 ",63502.96,4.802793969
12304,NA,Male,1,BPS Hennigan Elementary,Asst Principal Elementary,"$128,211.98 ",128211.98,5.107928607
12305,White,Male,1,Brighton Police Department,Police Officer,"$101,649.97 ",101649.97,5.007107255
12306,White,Male,1,Brighton Public Library,Jr Building Custodian,"$40,092.35 ",40092.35,4.603061513
12307,White,Male,1,Brighton Fire Department,Fire Fighter-Technician,"$131,179.51 ",131179.51,5.117866004
12308,Black,Female,0,BPS O'Bryant School,Teacher,"$112,487.48 ",112487.48,5.051104188
12309,Hispanic,Male,1,BPS Human Resource Team,BPS Administrative Leave Acad,"$4,449.78 ",4449.78,3.64833854
12310,Hispanic,Female,0,Brighton Police Department,Police Officer,"$92,956.41 ",92956.41,4.968279343
12311,Hispanic,Female,0,Public Works Department,Sr Admin Asst,"$78,174.92 ",78174.92,4.893067445
12312,Hispanic,Female,0,BPS Facility Management,Part-Time Custodian,"$1,099.20 ",1099.2,3.04107672
12313,Hispanic,Male,1,BPS Perkins Elementary,Lunch Hour Monitors,"$9,292.42 ",9292.42,3.968128831
12314,Hispanic,NA,1,BPS O'Bryant School,Prin Clerk/School Sec 21,"$57,770.18 ",57770.18,4.761703721
12315,Hispanic,Female,0,BPS Fenway High,Registrar,"$76,701.48 ",76701.48,4.884803744
12316,Hispanic,Male,1,Achievement Gap,Employment Agreement,"$11,760.00 ",11760,4.070407322
12317,Hispanic,Female,0,BPS Murphy Elementary,Paraprofessional,"$42,992.53 ",42992.53,4.633393003
12318,Hispanic,Female,0,Warren/Prescott K-8,Lead Satellite Attendant B,"$24,713.91 ",24713.91,4.392941461
12319,White,Female,0,Warren/Prescott K-8,Teacher,"$121,691.59 ",121691.59,5.085260566
12320,White,Female,0,BPS Edwards Middle,Teacher,"$122,576.89 ",122576.89,5.088408598
12321,NA,Male,1,BPS Special Education,One to One Para,"$47,650.15 ",47650.15,4.678064272
12322,White,Female,0,BPS McKinley Middle,SpEd Support Svcs Coordinator,"$114,863.98 ",114863.98,5.06018386
12323,White,Female,0,Inspectional Services Dept,Head Clerk,"$40,824.16 ",40824.16,4.610917257
12324,White,Female,0,Brighton Police Department,School Traffic Supv,"$9,302.33 ",9302.33,3.968591742
12325,White,Female,0,Jackson/Mann K-8,Part-Time Cafeteria Attendant,"$14,190.03 ",14190.03,4.151983314
12326,White,Male,1,BPS Otis Elementary,Teacher,"$72,619.08 ",72619.08,4.861050743
12327,White,Female,0,BPS Otis Elementary,Teacher,"$85,171.00 ",85171,4.930291746
12328,White,Male,1,BPS Otis Elementary,Teacher,"$26,496.56 ",26496.56,4.423189494
12329,White,Female,0,BPS Channing Elementary,Teacher,"$70,725.59 ",70725.59,4.849576579
12330,White,Female,0,BPS Beethoven Elementary,Teacher,"$83,994.84 ",83994.84,4.924252607
12331,White,Female,0,BPS Edwards Middle,Instructional Coach,"$111,985.34 ",111985.34,5.049161173
12332,White,Female,0,BPS Facility Management,Head Admin Clerk-32,"$82,761.09 ",82761.09,4.917826202
12333,White,Female,0,BPS McKinley Middle,Teacher,"$111,476.28 ",111476.28,5.047182468
12334,White,Female,0,Neighborhood Development,Assoc Deputy Director,"$23,948.90 ",23948.9,4.379285571
12335,White,Female,0,Brighton Cntr - Youth & Families,Lifeguard II,"$40,844.84 ",40844.84,4.611137199
12336,White,Male,1,Brighton Fire Department,Fire Fighter,"$105,852.81 ",105852.81,5.024702391
12337,White,Female,0,Brighton Police Department,Police Officer,"$83,078.41 ",83078.41,4.919488176
12338,White,Male,1,Brighton Fire Department,Dep Fire Chief,"$171,139.33 ",171139.33,5.233349827
12339,White,Male,1,BPS McKinley Middle,Guidance Advisor(1),"$105,225.50 ",105225.5,5.022120998
12340,White,Female,0,BPS Madison Park High,Paraprofessional,"$3,152.17 ",3152.17,3.498609631
12341,White,Male,1,Brighton Police Department,Police Officer,"$86,875.51 ",86875.51,4.938897367
12342,White,Male,1,Brighton Police Department,Police Officer,NA,NA,NA
12343,White,Male,1,Brighton Police Department,Police Detective,"$108,803.25 ",108803.25,5.036641868
12344,NA,Female,0,BPS Irving Middle,Paraprofessional,"$46,396.27 ",46396.27,4.666483067
12345,Hispanic,Female,0,BPS South Brighton HS - Excel,Teacher,"$114,005.40 ",114005.4,5.056925423
12346,NA,Female,0,Tech Brighton Academy,Teacher,"$67,262.24 ",67262.24,4.827771326
12347,Black,Female,0,BPS Lee Elementary,Paraprofessional,"$40,257.06 ",40257.06,4.604842055
12348,NA,Female,0,BPS Horace Mann,Teacher,"$98,065.54 ",98065.54,4.991516424
12349,NA,Female,0,BPS Horace Mann,Teacher,"$96,495.12 ",96495.12,4.984505351
12350,Black,Male,1,Edison K-8,Paraprofessional,"$38,997.82 ",38997.82,4.59104033
12351,NA,Female,0,Brighton Police Department,Cadet (Police),"$30,588.08 ",30588.08,4.485552217
12352,White,Male,1,Brighton Police Department,Police Sergeant,"$123,521.51 ",123521.51,5.091742592
12353,Black,Female,0,Brighton Fire Department,Chief Telephone Operator,"$40,134.91 ",40134.91,4.603522293
12354,White,Female,0,Jackson/Mann K-8,Paraprofessional,"$30,982.21 ",30982.21,4.491112393
12355,Asian,NA,1,Health & Human Servs,Coordinator I,"$47,898.90 ",47898.9,4.68032554
12356,NA,Female,0,BPS Mendell Elementary,Teacher,"$95,099.29 ",95099.29,4.978177275
12357,Black,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$32,992.42 ",32992.42,4.518414172
12358,Hispanic,Male,1,Traffic Division,Sr Traffic Maint Person##,"$51,024.72 ",51024.72,4.70778063
12359,Hispanic,Male,1,Traffic Division,Sr Traffic Maint Person##,"$48,880.20 ",48880.2,4.689132974
12360,White,Female,0,BPS Special Education,SPED Coverage Paraprofessional,"$57,225.50 ",57225.5,4.757589596
12361,White,Male,1,BPS Latin Academy,Staff Asst (B),"$73,249.93 ",73249.93,4.864807214
12362,NA,Female,0,BPS Condon Elementary,Lunch Hour Monitors,"$9,292.42 ",9292.42,3.968128831
12363,Hispanic,Female,0,"Kennedy, PJ Elementary",Lunch Hour Monitors,"$9,292.42 ",9292.42,3.968128831
12364,White,Female,0,Green Academy,Teacher,"$107,407.80 ",107407.8,5.031035821
12365,White,Male,1,UP Academy Dorchester,Director (Basas 10B) (non-ac),"$97,179.03 ",97179.03,4.98757256
12366,White,Female,0,"Kennedy, JF Elementary",Teacher,"$92,415.76 ",92415.76,4.965746039
12367,White,Female,0,BPS Brighton High,Registrar,"$107,419.60 ",107419.6,5.031083531
12368,NA,Female,0,BPS Latin Academy,Guidance Counselor(1),"$98,792.90 ",98792.9,4.994725734
12369,White,Female,0,"Kennedy, EM Health Academy",Teacher,"$126,804.59 ",126804.59,5.103134974
12370,NA,Female,0,Brighton Public Library,Dep Dir of Special Events,"$86,181.63 ",86181.63,4.935414704
12371,White,Female,0,Student Support Svc,Director (E) (non-ac),"$84,918.18 ",84918.18,4.929000678
12372,White,Female,0,Jackson/Mann K-8,Teacher,"$24,539.04 ",24539.04,4.389857569
12373,White,Male,1,Brighton Police Department,Police Officer,"$101,170.66 ",101170.66,5.005054583
12374,Hispanic,Female,0,Brighton Collaborative High Sch,Social Worker/Coordinator,"$118,160.21 ",118160.21,5.072471254
12375,White,Male,1,BPS Russell Elementary,Teacher,"$17,038.40 ",17038.4,4.23142881
12376,White,Male,1,BPS McCormack Middle,Teacher,"$113,330.26 ",113330.26,5.054345885
12377,Black,Male,1,BPS Transportation,Cab Monitor,"$18,949.00 ",18949,4.277586296
12378,White,Female,0,BPS Perkins Elementary,Lunch Hour Monitors,$320.43 ,320.43,2.50573317
12379,White,Female,0,Margarita Muniz Academy,Teacher,"$121,834.52 ",121834.52,5.085770357
12380,White,Female,0,BPS Transportation,Standby Cab Monitor HE,"$18,370.39 ",18370.39,4.264118376
12381,White,Female,0,BPS Manning Elementary,Teacher,"$123,390.04 ",123390.04,5.091280105
12382,White,Female,0,BPS Special Education,ABA Specialist (BTU),"$48,389.00 ",48389,4.684746647
12383,White,Female,0,Gardner Pilot  Academy,Teacher,"$108,042.92 ",108042.92,5.033596313
12384,White,Female,0,Mission Hill K-8,Teacher,"$75,256.37 ",75256.37,4.876543266
12385,White,Female,0,BPS Madison Park High,Teacher,"$113,826.28 ",113826.28,5.056242543
12386,White,Male,1,BPS Alternative Education,Director (D) (non-ac),"$95,839.74 ",95839.74,4.981545627
12387,White,NA,1,BPS Brighton Evening Academy,Teacher,"$117,503.42 ",117503.42,5.070050507
12388,White,Male,1,BPS Kenny Elementary,Teacher,"$93,282.12 ",93282.12,4.969798408
12389,White,Male,1,Inspectional Services Dept,Asst Commissioner of Health,"$120,114.55 ",120114.55,5.079595619
12390,White,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher,$172.01 ,172.01,2.235553696
12391,White,Male,1,BPS Facility Management,Jr Cust/Nights,"$57,121.28 ",57121.28,4.756797931
12392,White,Male,1,Public Works Department,Supv-Highway Maint (Pwd),"$62,472.32 ",62472.32,4.795687634
12393,White,Male,1,Brighton Police Department,Community Services Offc,"$82,653.10 ",82653.1,4.917259147
12394,White,Male,1,Brighton Police Department,Police Officer Hdq Dispatch,"$104,522.21 ",104522.21,5.019208584
12395,White,Male,1,Brighton Cntr - Youth & Families,Building Manager,"$49,855.83 ",49855.83,4.697715951
12396,White,Male,1,Workers Compensation Service,Workers Comp Job Classificatn,NA,NA,NA
12397,White,Female,0,BPS Everett Elementary,Teacher,"$119,618.20 ",119618.2,5.077797263
12398,White,Female,0,Brighton Fire Department,Admin Asst,"$79,499.98 ",79499.98,4.900367019
12399,White,Female,0,BPS Kenny Elementary,Paraprofessional,"$43,055.97 ",43055.97,4.634033378
12400,White,Male,1,Brighton Police Department,Police Officer Mobile Oper 2$6,"$95,756.69 ",95756.69,4.981169125
12401,White,Male,1,Brighton Police Department,Police Officer,"$91,184.69 ",91184.69,4.959921926
12402,White,Male,1,BPS Facility Management,Sen Cust C,"$65,704.33 ",65704.33,4.817593991
12403,White,Male,1,Brighton Police Department,Police Officer,"$100,303.28 ",100303.28,5.001315135
12404,White,Male,1,Property Management,Security Offc (Prot Ser),"$52,523.88 ",52523.88,4.7203568
12405,White,Male,1,Property Management,Security Offc (Prot Ser),"$53,537.35 ",53537.35,4.728656871
12406,White,Male,1,Brighton Fire Department,Fire Fighter-Technician,"$108,011.29 ",108011.29,5.033469153
12407,White,Male,1,Brighton Police Department,Police Officer,"$94,973.76 ",94973.76,4.977603632
12408,White,Male,1,BPS Facility Management,Sen Cust C,"$61,775.84 ",61775.84,4.790818659
12409,White,Female,0,East Brighton EEC,Teacher,"$118,606.34 ",118606.34,5.074107904
12410,White,Male,1,Parks Department,Staff Asst (Pt),"$3,150.00 ",3150,3.498310554
12411,White,Female,0,Tech Brighton Academy,Teacher,"$111,750.12 ",111750.12,5.048247998
12412,White,Male,1,Brighton Fire Department,Fire Fighter,"$127,023.30 ",127023.3,5.103883391
12413,White,Female,0,BPS Russell Elementary,Teacher,"$104,061.30 ",104061.3,5.017289247
12414,White,Male,1,BPS English High,Teacher,"$68,111.08 ",68111.08,4.833217767
12415,White,NA,1,Kilmer K-8,Paraprofessional,"$40,134.18 ",40134.18,4.603514394
12416,White,Male,1,BPS Brighton High,Teacher,"$80,649.86 ",80649.86,4.906603618
12417,White,Female,0,Brighton Police Department,Criminalist II,"$87,169.05 ",87169.05,4.940362313
12418,White,Male,1,Brighton Fire Department,Fire Fighter,"$126,866.51 ",126866.51,5.103346993
12419,White,Male,1,Frederick Pilot Middle,Cafeteria Manager14,"$55,786.62 ",55786.62,4.746530049
12420,White,Female,0,BPS Sumner Elementary,Teacher,"$47,706.46 ",47706.46,4.678577191
12421,White,Male,1,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$16,079.58 ",16079.58,4.206274701
12422,White,Male,1,Brighton Fire Department,Sr Data Proc Sys Anl,"$78,836.74 ",78836.74,4.896728657
12423,White,Female,0,Brighton Public Library,Branch Librarian II,"$59,843.26 ",59843.26,4.777015244
12424,Black,Male,1,BPS Edwards Middle,Teacher,"$128,144.59 ",128144.59,5.107700276
12425,Black,Female,0,Unified Student Svc,Coordinator C,"$86,673.96 ",86673.96,4.937888639
12426,White,Female,0,BPS Special Education,Occupational Therapist,"$113,330.34 ",113330.34,5.054346192
12427,White,Male,1,Public Facilities Department,Project Manager (PFD),"$99,793.78 ",99793.78,4.999103473
12428,Hispanic,NA,1,BPS Madison Park High,Teacher,"$23,206.77 ",23206.77,4.365614698
12429,NA,Female,0,Brighton Public Library,Branch Librarian I,"$87,541.02 ",87541.02,4.942211603
12430,White,Male,1,Brighton Public Library,Systems Officer,"$136,622.55 ",136622.55,5.135522387
12431,White,Female,0,BPS Special Education,Teacher,"$114,170.20 ",114170.2,5.057552762
12432,Hispanic,Female,0,BPS Business Service,Prin Account Clerk 31,"$76,102.52 ",76102.52,4.881399038
12433,NA,Female,0,Office of Economic Development,Sr Research Analyst (BRJP),"$4,493.13 ",4493.13,3.652548984
12434,NA,Male,1,Election Division,Asst Reg Voters Hourly,"$5,992.50 ",5992.5,3.777608043
12435,White,Male,1,Brighton Police Department,Police Officer,"$101,622.31 ",101622.31,5.006989063
12436,Hispanic,Female,0,BPS Dearborn Middle,Head of School,"$130,078.61 ",130078.61,5.114205887
12437,Hispanic,Female,0,BPS Dever Elementary,Paraprofessional,"$50,585.45 ",50585.45,4.704025618
12438,Black,NA,1,BPS Ellis Elementary,Teacher,"$21,852.64 ",21852.64,4.339503911
12439,Black,Male,1,Parks Department,Laborer (Park),"$36,753.15 ",36753.15,4.565294567
12440,Hispanic,Female,0,"UP ""Unlocking Potential"" Acad",Teacher,"$91,883.88 ",91883.88,4.963239326
12441,Hispanic,Female,0,BPS Brighton Evening Academy,Clinical Coordinator,"$108,973.16 ",108973.16,5.037319545
12442,Hispanic,Female,0,"Greenwood, S K-8",Teacher,"$111,729.50 ",111729.5,5.048167855
12443,White,Male,1,Brighton Police Department,Police Officer,"$5,267.08 ",5267.08,3.721569915
12444,White,Female,0,BPS Special Education,Speech & Language Pathologist,NA,NA,NA
12445,White,Male,1,BPS Facility Management,Jr Custodian,"$53,622.51 ",53622.51,4.729347139
12446,White,Female,0,Legal Advisor,Staff Assistant B,"$64,535.38 ",64535.38,4.809797872
12447,White,Female,0,BPS Harvard/Kent Elementary,Teacher,"$120,018.08 ",120018.08,5.079246675
12448,White,Female,0,BPS Special Education,Asst Director (Basas 11B),"$114,556.88 ",114556.88,5.059021177
12449,White,Female,0,Assessing Department,Dir Human Resources Assessing,"$105,452.57 ",105452.57,5.023057168
12450,White,Female,0,BPS Trotter Elementary,Teacher,"$83,121.44 ",83121.44,4.919713058
12451,White,Male,1,BPS Transportation,Cab Monitor,"$13,602.51 ",13602.51,4.133619054
12452,White,NA,1,UP Academy Holland,Paraprofessional,"$49,240.94 ",49240.94,4.692326335
12453,White,Male,1,Brighton Police Department,Police Officer,"$4,213.66 ",4213.66,3.624659489
12454,White,Male,1,Umana Middle,Teacher,"$112,077.92 ",112077.92,5.049520062
12455,Hispanic,Female,0,Food & Nutrition Svc,Substitute Cafeteria Attendant,"$6,712.63 ",6712.63,3.82689271
12456,White,Male,1,Eliot K-8,Teacher,"$48,576.82 ",48576.82,4.686429081
12457,White,Male,1,Brighton Police Department,Building Maint Supv,"$91,267.00 ",91267,4.960313775
12458,White,Female,0,Brighton Police Department,Admin Asst,"$66,272.03 ",66272.03,4.821330274
12459,White,Male,1,Brighton Police Department,Police Officer,"$1,316.77 ",1316.77,3.119509923
12460,White,Female,0,Neighborhood Development,Manager of Research & Dev,"$99,080.61 ",99080.61,4.995988672
12461,NA,NA,1,Brighton Police Department,Head Clerk & Secretary,"$59,200.06 ",59200.06,4.772322147
12462,Hispanic,Female,0,Neighborhood Development,Asst Dir (DND),"$108,290.93 ",108290.93,5.034592083
12463,Hispanic,Female,0,BPS Mendell Elementary,Lunch Hour Monitors,"$9,292.44 ",9292.44,3.968129766
12464,NA,Male,1,Brighton Police Department,Police Offc Mobile Offc 2$6,"$90,554.81 ",90554.81,4.956911524
12465,White,Female,0,Warren/Prescott K-8,Teacher,"$74,742.16 ",74742.16,4.873565645
12466,White,Female,0,BPS Harvard/Kent Elementary,Paraprofessional,"$38,845.15 ",38845.15,4.589336803
12467,Black,Male,1,BPS Timilty Middle,Paraprofessional,"$52,078.19 ",52078.19,4.716655882
12468,NA,Male,1,Brighton Police Department,Police Detective,"$106,808.25 ",106808.25,5.028604799
12469,White,Female,0,Research Assess & Eval,Analyst (C),"$88,098.38 ",88098.38,4.944967922
12470,Hispanic,Male,1,Brighton Cntr - Youth & Families,Pool Manager,"$75,714.29 ",75714.29,4.879177854
12471,NA,Male,1,Parks Department,Exec  Asst  (CC),"$90,071.09 ",90071.09,4.954585418
12472,White,Male,1,BPS Otis Elementary,Teacher,"$44,090.46 ",44090.46,4.64434463
12473,Hispanic,Female,0,Traffic Division,Asst Traffic Engineer,"$62,686.11 ",62686.11,4.79717132
12474,Hispanic,Female,0,Mayor's Office,Admin Asst III,"$72,910.46 ",72910.46,4.862789838
12475,White,Male,1,Brighton Fire Department,Fire Fighter-Technician,"$108,474.59 ",108474.59,5.035328017
12476,NA,Male,1,Brighton Police Department,Police Officer,"$74,372.40 ",74372.4,4.871411796
12477,White,Male,1,BPS Counseling Service,School Psychologist(1),"$116,545.82 ",116545.82,5.066496702
12478,Hispanic,Male,1,BPS Fenway High,Paraprofessional,"$42,728.74 ",42728.74,4.630720086
12479,Hispanic,Male,1,BPS Special Education,ABA Specialist (BTU),"$49,237.56 ",49237.56,4.692296523
12480,White,Female,0,BPS Hennigan Elementary,Teacher,"$103,865.84 ",103865.84,5.016472738
12481,NA,Female,0,BPS East Brighton High,Teacher,"$90,862.44 ",90862.44,4.958384395
12482,NA,Male,1,Henderson Elementary,Teacher,"$113,861.08 ",113861.08,5.056375299
12483,White,Male,1,Brighton Police Department,Police Offc Comm Serv Offc 3$8,"$100,090.06 ",100090.06,5.00039095
12484,Hispanic,Male,1,"Kennedy, PJ Elementary",Cafeteria Manager 10,"$42,418.11 ",42418.11,4.627551314
12485,White,Male,1,BPS Fenway High,Coord-Manager (B),"$72,289.68 ",72289.68,4.859076302
12486,White,Female,0,BPS Business Service,Over-Time Stipend Other,NA,NA,NA
12487,White,Female,0,Fam & Student Engagemt,Director (NonAcad) D,"$35,700.00 ",35700,4.552668216
12488,White,Male,1,Traffic Division,Parking Meter Supervisor,"$60,615.42 ",60615.42,4.782583119
12489,White,Female,0,BPS Latin Academy,Teacher,"$121,201.22 ",121201.22,5.083506991
12490,White,Male,1,Brighton Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,"$92,317.00 ",92317,4.965281683
12491,White,Female,0,BPS Bradley Elementary,Teacher,"$123,258.20 ",123258.2,5.090815821
12492,White,Female,0,Ellison/Parks EES,Teacher,"$101,392.23 ",101392.23,5.006004675
12493,White,Female,0,BPS Carter Center,Paraprofessional,"$34,940.11 ",34940.11,4.543324268
12494,White,Female,0,BPS Taylor Elementary,Principal Elementary,"$146,129.86 ",146129.86,5.164738968
12495,White,Female,0,Margarita Muniz Academy,Nurse,"$110,925.88 ",110925.88,5.045032883
12496,White,Female,0,BPS Special Education,Speech & Language Pathologist,NA,NA,NA
12497,White,Female,0,BPS Clap Elementary,Paraprofessional,"$10,964.00 ",10964,4.039969027
12498,White,NA,1,Brighton Police Department,Cadet (Police),"$15,544.08 ",15544.08,4.191565023
12499,White,Female,0,Parks Department,Head Clerk,"$44,880.30 ",44880.3,4.652055751
12500,White,Female,0,BPS Trotter Elementary,Director Of Instruction,"$115,549.11 ",115549.11,5.062766605
12501,White,Male,1,Brighton Fire Department,FF (FPDInspLevl1Certification),"$132,946.30 ",132946.3,5.123676255
12502,White,Female,0,BPS Channing Elementary,Teacher,"$110,777.49 ",110777.49,5.044451521
12503,White,Male,1,Brighton Police Department,Dir of Quality Assurance (BPD),"$114,300.75 ",114300.75,5.05804908
12504,NA,Female,0,Hernandez K-8,Paraprofessional,"$33,192.03 ",33192.03,4.521033814
12505,Hispanic,Female,0,Property Management,Jr Building Custodian,"$42,544.95 ",42544.95,4.628848018
12506,White,Female,0,Roosevelt K-8,Teacher,"$116,748.90 ",116748.9,5.067252797
12507,White,Male,1,Brighton Fire Department,Fire Fighter-Technician,"$128,225.09 ",128225.09,5.107973013
12508,White,Male,1,Brighton Fire Department,Fire Fighter,"$129,740.74 ",129740.74,5.113076371
